Geography,Geographic Area Name,Total,T_ Under 18 years,T_ 18 to 34 years,T_ 35 to 64 years,T_ 65 years and over,T_ Male,T_ Female,T_ African American,T_ American Indian/Alaska Native,T_ Asian,T_ Hawaiian/ Pacific Islander,T_ Two or more races,T_ Hispanic or Latino,T_ White,T_ Less than high school graduate,T_ High school graduate,T_ Bachelor's degree or higher,T_ Employed,T_ Employed | Male,T_ Employed | Female,BP_ | Total,BP_ | Under 18 years,BP_ | 18 to 34 years,BP_ | 35 to 64 years,BP_ | 65 years and over,BP_ | Male,BP_ | Female,BP_ | African American,BP_ | American Indian/ Alaska Native,BP_ | Asian,BP_ | Hawaiian/ Pacific Islander,BP_ | Two or more races,BP_ | Hispanic or Latino,BP_ | White,BP_ | Less than high school graduate,BP_ | High school graduate,BP_ | Bachelor's degree or higher,BP_ | Employed,BP_ | Employed | Male,BP_ | Employed | Female,BP_ | 50%,BP_ | 125%,BP_ | 150%,BP_ | 185%,BP_ | 200%,BP_ | 300%,BP_ | 400%,BP_ | 500%,state,county
0500000US27145,"Stearns County, Minnesota",154519,37417,35997,55497,25608,78676,75843,15305,-999999999,-999999999,-999999999,-999999999,-999999999,122436,5630,28498,30025,81907,43430,38477,17369,4711,6073,3438,3147,9669,7700,5183,-999999999,-999999999,-999999999,-999999999,-999999999,11018,1090,3801,1143,6080,2895,3185,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,27,145
0500000US27163,"Washington County, Minnesota",276335,66020,51280,111614,47421,137412,138923,-999999999,-999999999,21581,-999999999,17741,14946,209962,6068,31954,97594,147133,74765,72368,13254,3633,2917,3225,3479,5036,8218,-999999999,-999999999,465,-999999999,1255,1901,9279,1116,2390,2079,3136,1244,1892,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,27,163
0500000US27171,"Wright County, Minnesota",150093,40344,27494,61796,20459,76289,73804,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,130522,4932,24623,33748,84453,44963,39490,7771,1740,1720,2324,1987,3322,4449,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,6728,830,2722,486,1299,488,811,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,27,171
0500000US28033,"DeSoto County, Mississippi",192515,47255,40908,78408,25944,92176,100339,57900,-999999999,-999999999,-999999999,-999999999,-999999999,106426,8353,38245,39064,100481,50614,49867,17772,5872,3442,6770,1688,7835,9937,9020,-999999999,-999999999,-999999999,-999999999,-999999999,7192,837,4404,1914,6866,2862,4004,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,033
0500000US28035,"Forrest County, Mississippi",73245,17493,18248,26975,10529,33573,39672,26072,-999999999,-999999999,-999999999,-999999999,-999999999,40602,2886,13719,16509,35121,16992,18129,12668,1834,5052,3279,2503,5852,6816,4320,-999999999,-999999999,-999999999,-999999999,-999999999,5866,773,3886,1727,4100,1466,2634,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,035
0500000US28047,"Harrison County, Mississippi",205905,48668,42312,79734,35191,97538,108367,48492,-999999999,-999999999,-999999999,17456,14008,126001,13484,41548,40657,91330,46436,44894,32104,9145,5981,12656,4322,12725,19379,10515,-999999999,-999999999,-999999999,4257,4310,13560,3570,8951,3008,8031,3878,4153,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,047
0500000US28049,"Hinds County, Mississippi",206368,49220,45489,76547,35112,95930,110438,146751,-999999999,-999999999,-999999999,-999999999,-999999999,45686,16786,35787,43710,96978,44916,52062,42111,14948,8651,12505,6007,17788,24323,34281,-999999999,-999999999,-999999999,-999999999,-999999999,4248,6250,7926,3535,7755,2825,4930,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,049
0500000US28059,"Jackson County, Mississippi",144589,32311,28438,58651,25189,70662,73927,24315,-999999999,-999999999,-999999999,14141,11175,95612,9355,25461,27160,68673,35039,33634,17976,4852,3816,6851,2457,7603,10373,4654,-999999999,-999999999,-999999999,2699,2722,7884,1974,3781,881,3913,1431,2482,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,059
0500000US28067,"Jones County, Mississippi",64774,15805,13160,23965,11844,30159,34615,17734,-999999999,-999999999,-999999999,-999999999,-999999999,40668,4927,12920,8871,28774,13740,15034,12369,4203,2920,3467,1779,6067,6302,4587,-999999999,-999999999,-999999999,-999999999,-999999999,6609,792,2436,623,2399,1210,1189,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,067
0500000US28073,"Lamar County, Mississippi",65765,14909,14630,25929,10297,31942,33823,15000,-999999999,-999999999,-999999999,-999999999,-999999999,46357,4148,9350,16163,31068,15846,15222,9676,2153,2778,2989,1756,3796,5880,3233,-999999999,-999999999,-999999999,-999999999,-999999999,5598,1232,2074,587,2684,454,2230,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,073
0500000US28075,"Lauderdale County, Mississippi",67743,16351,14589,23967,12836,32258,35485,26238,-999999999,-999999999,-999999999,-999999999,-999999999,34239,4177,12610,10616,29801,14820,14981,17325,6797,2786,5561,2181,7832,9493,9995,-999999999,-999999999,-999999999,-999999999,-999999999,6393,755,3007,1229,4342,1780,2562,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,075
0500000US28081,"Lee County, Mississippi",81778,20274,17159,31699,12646,39731,42047,23933,-999999999,-999999999,-999999999,-999999999,-999999999,51290,6553,12858,16382,38761,19004,19757,10246,3410,2051,3091,1694,3718,6528,5961,-999999999,-999999999,-999999999,-999999999,-999999999,2951,1252,2089,684,2536,648,1888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,081
0500000US28089,"Madison County, Mississippi",110666,26607,23457,43571,17031,52789,57877,40045,-999999999,-999999999,-999999999,5829,4197,59040,4753,11389,38345,57087,29094,27993,9344,2781,2693,2841,1029,4219,5125,5271,-999999999,-999999999,-999999999,1253,1687,1773,1410,1172,971,2544,754,1790,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,089
0500000US28121,"Rankin County, Mississippi",154906,34983,33210,59660,27053,75852,79054,32111,-999999999,-999999999,-999999999,-999999999,-999999999,109941,8420,22231,35304,76855,38461,38394,14437,2971,4092,4640,2734,7244,7193,4560,-999999999,-999999999,-999999999,-999999999,-999999999,7947,1223,2894,1205,3386,916,2470,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,28,121
0500000US29019,"Boone County, Missouri",179068,37358,53967,62692,25051,86516,92552,17013,-999999999,-999999999,-999999999,12953,8279,135918,5595,20322,60364,98964,48836,50128,27673,4909,15068,4944,2752,12421,15252,4934,-999999999,-999999999,-999999999,2827,1936,17348,1848,2447,3857,10664,4691,5973,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,019
0500000US29021,"Buchanan County, Missouri",80178,18657,17669,28782,15070,40850,39328,-999999999,-999999999,-999999999,-999999999,6905,6165,64559,5819,21412,11525,38265,21530,16735,12383,3849,4141,3029,1364,6145,6238,-999999999,-999999999,-999999999,-999999999,1554,1876,8699,1780,3142,590,2983,1662,1321,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,021
0500000US29031,"Cape Girardeau County, Missouri",79471,17445,19552,27571,14903,38793,40678,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,66835,2529,18354,17576,43428,22344,21084,10203,2093,5067,2036,1007,4529,5674,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,6991,267,2221,923,4670,2299,2371,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,031
0500000US29037,"Cass County, Missouri",110603,25662,21144,43742,20055,54781,55822,-999999999,-999999999,-999999999,-999999999,7728,-999999999,93544,6176,21009,24096,58184,30248,27936,6647,2068,1156,2062,1361,2827,3820,-999999999,-999999999,-999999999,-999999999,391,-999999999,5356,1278,982,884,1369,449,920,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,037
0500000US29043,"Christian County, Missouri",93742,23826,17047,36720,16149,45834,47908,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,85007,2846,15676,21240,44497,23387,21110,5864,1581,1378,1971,934,2576,3288,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,5323,459,1139,750,1247,554,693,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,043
0500000US29047,"Clay County, Missouri",255934,59767,54949,101868,39350,127718,128216,-999999999,-999999999,-999999999,-999999999,16800,21019,195535,8851,49227,68124,140486,73253,67233,21101,5868,5299,6466,3468,9134,11967,-999999999,-999999999,-999999999,-999999999,997,3933,14913,1770,5456,1741,5912,3112,2800,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,047
0500000US29051,"Cole County, Missouri",73675,16468,14696,28758,13753,36322,37353,5581,-999999999,-999999999,-999999999,-999999999,-999999999,60345,1931,13857,22294,38679,19952,18727,5587,1250,832,2244,1261,2331,3256,819,-999999999,-999999999,-999999999,-999999999,-999999999,3785,499,1427,1021,1439,592,847,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,051
0500000US29071,"Franklin County, Missouri",104680,22029,20878,41426,20347,52362,52318,-999999999,-999999999,-999999999,-999999999,11303,2558,91020,6269,23092,20679,53992,29022,24970,10698,2477,3690,2475,2056,4386,6312,-999999999,-999999999,-999999999,-999999999,1082,810,8771,1341,2354,433,2804,1124,1680,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,071
0500000US29077,"Greene County, Missouri",296062,62566,77685,104134,51677,144747,151315,7324,-999999999,-999999999,-999999999,21471,15668,248647,13135,53230,62392,155222,82332,72890,43037,11125,14179,12012,5721,19986,23051,1259,-999999999,-999999999,-999999999,4165,1328,35767,3202,7863,3175,13378,6964,6414,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,077
0500000US29095,"Jackson County, Missouri",708310,162181,167494,264303,114332,344413,363897,158556,-999999999,13372,-999999999,72230,82275,418082,37343,126648,174894,370469,189533,180936,83002,23500,20658,26194,12650,37586,45416,31543,-999999999,1944,-999999999,10793,12778,31735,9714,16646,8599,18318,8383,9935,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,095
0500000US29097,"Jasper County, Missouri",122534,29871,27635,45191,19837,60442,62092,-999999999,-999999999,-999999999,-999999999,11434,12528,98016,8281,27565,20983,61528,31089,30439,19941,5783,4870,6906,2382,8905,11036,-999999999,-999999999,-999999999,-999999999,2760,1858,15198,2789,5309,1249,4849,1797,3052,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,097
0500000US29099,"Jefferson County, Missouri",228285,50043,46254,93287,38701,113916,114369,-999999999,-999999999,-999999999,-999999999,17369,-999999999,202663,12712,47667,41585,121293,63061,58232,22123,6743,3793,7701,3886,9888,12235,-999999999,-999999999,-999999999,-999999999,3502,-999999999,17202,3351,5137,1166,5576,1521,4055,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,099
0500000US29165,"Platte County, Missouri",110579,25250,22587,43486,19256,54035,56544,8589,-999999999,-999999999,-999999999,10069,-999999999,84707,2179,14958,38065,58963,30233,28730,6906,1197,1087,1990,2632,3598,3308,1293,-999999999,-999999999,-999999999,416,-999999999,4931,328,2531,987,1107,649,458,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,165
0500000US29183,"St. Charles County, Missouri",409161,91490,83470,162299,71902,201947,207214,19517,-999999999,13654,-999999999,27888,17510,338439,13028,65229,121949,228577,118315,110262,22665,5470,6288,6585,4322,9775,12890,3980,-999999999,1940,-999999999,1402,2170,14131,3210,5330,2644,6795,2675,4120,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,183
0500000US29187,"St. Francois County, Missouri",61261,13149,13307,23855,10950,30530,30731,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,57904,4350,15329,7768,28851,15630,13221,8979,1407,2690,3198,1684,4030,4949,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7735,1226,2644,481,2028,1231,797,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,187
0500000US29189,"St. Louis County, Missouri",964342,210717,197385,368870,187370,461874,502468,231802,-999999999,45086,-999999999,60538,37299,599452,33785,136533,334469,506009,249322,256687,93409,28698,25647,22909,16155,41942,51467,45930,-999999999,3905,-999999999,4795,5996,32987,7169,18532,12920,22945,9435,13510,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,189
0500000US29510,"St. Louis city, Missouri",272271,49808,71955,104851,45657,130702,141569,110149,-999999999,8735,-999999999,21485,14178,123906,16682,43608,92584,153358,76274,77084,53418,12584,13977,16786,10071,21974,31444,33354,-999999999,1625,-999999999,5292,2440,11975,6984,13769,5508,11122,4229,6893,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,29,510
0500000US30013,"Cascade County, Montana",82300,18003,18353,29560,16384,41762,40538,-999999999,-999999999,-999999999,-999999999,6666,-999999999,68570,3114,17223,17746,39000,19862,19138,9501,1813,2833,3410,1445,4102,5399,-999999999,-999999999,-999999999,-999999999,410,-999999999,7508,858,2259,552,2721,1165,1556,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,30,013
0500000US30029,"Flathead County, Montana",112243,24100,21364,43469,23310,55651,56592,-999999999,-999999999,-999999999,-999999999,7435,4477,101077,2924,22579,30433,58052,30801,27251,10928,1721,3048,4390,1769,4140,6788,-999999999,-999999999,-999999999,-999999999,1702,1027,9006,444,2759,1935,3724,1429,2295,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,30,029
0500000US30031,"Gallatin County, Montana",122057,23004,37288,44424,17341,64941,57116,-999999999,-999999999,-999999999,-999999999,7043,-999999999,105898,2790,14474,42940,74200,42159,32041,11682,958,7836,1763,1125,6159,5523,-999999999,-999999999,-999999999,-999999999,875,-999999999,10246,424,779,2052,6378,3427,2951,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,30,031
0500000US30049,"Lewis and Clark County, Montana",73635,15652,13903,28528,15552,35593,38042,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,65545,2705,13358,20802,35494,17808,17686,6370,917,2071,2423,959,2575,3795,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,5863,585,1747,391,2106,577,1529,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,30,049
0500000US30063,"Missoula County, Montana",119080,21277,32931,43787,21085,60027,59053,-999999999,-999999999,-999999999,-999999999,10730,-999999999,101304,3471,15259,40260,68207,36133,32074,13407,1272,6261,4045,1829,5979,7428,-999999999,-999999999,-999999999,-999999999,1676,-999999999,10525,594,1724,1881,5127,2613,2514,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,30,063
0500000US30111,"Yellowstone County, Montana",166878,37801,35588,62039,31450,82422,84456,-999999999,-999999999,-999999999,-999999999,13364,11199,139740,3909,39862,37198,86792,44855,41937,15682,4010,3553,4782,3337,6733,8949,-999999999,-999999999,-999999999,-999999999,1867,1538,12248,757,3730,1617,4644,1763,2881,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,30,111
0500000US31055,"Douglas County, Nebraska",578717,145364,134046,215842,83465,286876,291841,59285,-999999999,24723,-999999999,60125,85767,379969,30698,73385,171519,312767,162167,150600,69271,19701,21754,18956,8860,34224,35047,18497,-999999999,2318,-999999999,9481,13370,31340,7056,12616,8361,17928,8896,9032,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,31,055
0500000US31109,"Lancaster County, Nebraska",312952,71821,80893,109070,51168,157070,155882,9453,-999999999,11971,-999999999,27801,26713,244306,10642,38158,86563,171123,89804,81319,35077,5336,15924,7190,6627,16774,18303,2675,-999999999,1514,-999999999,3984,4132,23711,2722,5017,4553,11867,6283,5584,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,31,109
0500000US31153,"Sarpy County, Nebraska",198565,51386,44162,77346,25671,100263,98302,7289,-999999999,-999999999,-999999999,17875,23617,151354,5905,26898,54226,107954,56959,50995,9325,1978,2348,2796,2203,4974,4351,999,-999999999,-999999999,-999999999,462,1650,6148,1013,1715,1305,2810,1307,1503,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,31,153
0500000US32003,"Clark County, Nevada",2313342,504141,521033,910457,377711,1155215,1158127,276410,25369,254216,18895,384738,744857,872998,210921,437714,469187,1140940,609574,531366,293758,89032,65273,96594,42859,136447,157311,52245,2657,23934,823,53953,104087,87648,36473,61540,34133,59377,29478,29899,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,32,003
0500000US32031,"Washoe County, Nevada",490942,99898,113148,188567,89329,248236,242706,-999999999,8389,29796,-999999999,88995,129913,285131,33553,78483,124075,254807,137647,117160,47711,11088,11750,16604,8269,21878,25833,-999999999,1413,3348,-999999999,12682,18534,20558,4821,10042,5380,12517,6050,6467,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,32,031
0500000US33001,"Belknap County, New Hampshire",63687,10686,11228,26310,15463,31159,32528,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,58949,2865,12859,17240,33686,16795,16891,5225,1226,1244,1190,1565,2390,2835,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,4920,604,995,558,698,0,698,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,001
0500000US33005,"Cheshire County, New Hampshire",74190,13380,13442,29984,17384,36634,37556,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,65378,3123,17720,21245,41864,21361,20503,6169,1548,831,2460,1330,2533,3636,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,4976,975,1186,1128,1652,674,978,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,005
0500000US33009,"Grafton County, New Hampshire",85921,14177,16317,33837,21590,42095,43826,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,76643,2971,16447,31355,45991,23158,22833,8155,1297,2814,2579,1465,3715,4440,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,7281,689,1351,1515,2337,1194,1143,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,009
0500000US33011,"Hillsborough County, New Hampshire",418749,81395,89905,173614,73835,210692,208057,11706,-999999999,18001,-999999999,40089,36944,334923,20693,75016,131616,243980,129901,114079,24448,5606,6397,8361,4084,11224,13224,1590,-999999999,993,-999999999,3140,4930,17354,3667,5472,3751,7582,3731,3851,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,011
0500000US33013,"Merrimack County, New Hampshire",152360,27844,32405,61484,30627,76192,76168,-999999999,-999999999,-999999999,-999999999,7508,-999999999,137655,5660,30686,45333,82585,44351,38234,11775,2294,3524,4092,1865,5140,6635,-999999999,-999999999,-999999999,-999999999,1362,-999999999,9702,935,3160,1420,3316,1190,2126,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,013
0500000US33015,"Rockingham County, New Hampshire",318674,58298,59066,135754,65556,158332,160342,-999999999,-999999999,-999999999,-999999999,17621,-999999999,284086,9260,60257,109081,175779,91239,84540,17058,3406,2249,6034,5369,6992,10066,-999999999,-999999999,-999999999,-999999999,2549,-999999999,13692,887,5193,2962,2932,795,2137,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,015
0500000US33017,"Strafford County, New Hampshire",125274,22878,30724,49340,22332,62645,62629,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,110012,5408,26203,32356,70661,36389,34272,12149,2395,3084,4593,2077,5168,6981,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,11123,1757,2814,898,2715,903,1812,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,33,017
0500000US34001,"Atlantic County, New Jersey",269309,55959,52779,105010,55561,131662,137647,37616,-999999999,21556,-999999999,27963,54372,145471,20154,56194,64372,133430,67416,66014,31637,8110,5966,12728,4833,14001,17636,7990,-999999999,3081,-999999999,1599,8741,11789,4592,8052,2856,7084,2783,4301,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,001
0500000US34003,"Bergen County, New Jersey",946205,195304,180949,394663,175289,463623,482582,55226,-999999999,162831,-999999999,124317,220473,478112,48928,131656,363804,507551,271428,236123,61987,13503,10717,20382,17385,25350,36637,9353,-999999999,8336,-999999999,9582,17317,25499,6830,13691,14027,12984,6375,6609,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,003
0500000US34005,"Burlington County, New Jersey",458479,94862,92576,184861,86180,223168,235311,75868,-999999999,27469,-999999999,45888,43885,285202,15175,82730,142525,244566,121315,123251,31041,8126,7192,10319,5404,14635,16406,9527,-999999999,476,-999999999,4533,4486,14537,2154,8293,5113,9124,2977,6147,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,005
0500000US34007,"Camden County, New Jersey",522126,118936,112116,203648,87426,253025,269101,95762,-999999999,30588,-999999999,56391,102050,271551,37431,103191,131119,267584,135087,132497,65357,21397,12130,21304,10526,25387,39970,18190,-999999999,3891,-999999999,5924,24988,17055,9224,14979,5622,12650,4517,8133,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,007
0500000US34009,"Cape May County, New Jersey",93242,15134,14390,35074,28644,45298,47944,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,79120,2820,22298,30066,44748,22303,22445,7646,976,2069,2826,1775,3452,4194,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,5537,473,2954,672,2831,1264,1567,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,009
0500000US34011,"Cumberland County, New Jersey",147013,36633,31225,55293,23862,71131,75882,24043,-999999999,-999999999,-999999999,20506,53677,59127,20456,35225,18672,67594,34841,32753,25658,8616,4238,8821,3983,12967,12691,4805,-999999999,-999999999,-999999999,1083,12035,8087,5837,6711,753,4260,1830,2430,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,011
0500000US34013,"Essex County, New Jersey",833508,197839,178783,335263,121623,401184,432324,298580,-999999999,52388,-999999999,109229,212219,232081,68209,156109,232248,423935,217223,206712,118250,36834,25761,39691,15964,48832,69418,57003,-999999999,2123,-999999999,19826,42342,14063,16292,31926,10477,24425,8402,16023,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,013
0500000US34015,"Gloucester County, New Jersey",300134,62929,62186,122217,52802,148173,151961,30095,-999999999,8618,-999999999,26954,25744,222502,10447,64803,75607,158967,81286,77681,26648,7532,5736,8567,4813,12305,14343,3409,-999999999,1352,-999999999,3716,2769,16825,2008,7389,2948,5456,2480,2976,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,015
0500000US34017,"Hudson County, New Jersey",697683,135283,197410,273903,91087,348669,349014,80542,-999999999,117064,-999999999,150302,284789,189111,60938,105420,254724,396820,211483,185337,108239,31895,24234,31931,20179,48373,59866,16896,-999999999,11031,-999999999,25631,61472,18065,18971,18730,13336,23235,10361,12874,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,017
0500000US34019,"Hunterdon County, New Jersey",128131,24187,21747,54963,27234,63240,64891,-999999999,-999999999,-999999999,-999999999,-999999999,12244,101309,4144,16077,56378,69389,37048,32341,6266,862,1397,1889,2118,2753,3513,-999999999,-999999999,-999999999,-999999999,-999999999,861,4954,689,1952,1167,902,418,484,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,019
0500000US34021,"Mercer County, New Jersey",364202,82175,72086,148546,61395,179600,184602,70799,-999999999,46080,-999999999,31312,85516,153884,27252,54812,116068,183396,96321,87075,39159,10824,9130,12280,6925,16722,22437,8931,-999999999,1495,-999999999,6057,13416,13454,6980,6202,5451,7182,3894,3288,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,021
0500000US34023,"Middlesex County, New Jersey",837449,181961,172701,341129,141658,414343,423106,89986,14005,221556,-999999999,79010,204359,299517,66683,134260,271811,441623,237009,204614,72914,18935,15860,24083,14036,33102,39812,10447,1379,10361,-999999999,13562,31356,20196,11588,14605,8891,16239,7115,9124,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,023
0500000US34025,"Monmouth County, New Jersey",637243,132008,121494,258802,124939,313384,323859,31371,-999999999,32088,-999999999,60115,83064,455080,29356,97382,234142,335905,179754,156151,40984,10467,8296,13140,9081,18423,22561,5841,-999999999,191,-999999999,5337,9571,22290,5880,9647,5551,8870,3977,4893,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,025
0500000US34027,"Morris County, New Jersey",507823,104949,96006,213330,93538,252173,255650,13673,-999999999,56806,-999999999,66501,83029,331820,15680,68431,209461,282012,151398,130614,23392,5304,4438,7393,6257,8869,14523,1758,-999999999,2604,-999999999,3004,5356,12642,2379,4672,5549,5864,2841,3023,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,027
0500000US34029,"Ocean County, New Jersey",651947,163353,119907,220536,148151,317023,334924,14242,-999999999,-999999999,-999999999,54230,71490,526387,28243,150373,152262,286596,147606,138990,66941,24413,11851,18533,12144,30774,36167,1844,-999999999,-999999999,-999999999,6061,11138,51150,5873,15927,7017,14190,6199,7991,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,029
0500000US34031,"Passaic County, New Jersey",505076,119121,109856,193663,82436,248455,256621,51151,-999999999,28383,-999999999,117377,227811,187648,55459,112425,106601,254084,134429,119655,71269,24668,13039,22296,11266,30179,41090,7963,-999999999,1739,-999999999,21346,44775,16966,13345,16109,5237,15283,5339,9944,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,031
0500000US34033,"Salem County, New Jersey",64034,14332,11597,26067,12038,29501,34533,7993,-999999999,-999999999,-999999999,-999999999,-999999999,44970,3986,15203,12240,31131,15987,15144,5644,936,1503,2071,1134,2584,3060,1965,-999999999,-999999999,-999999999,-999999999,-999999999,2789,924,1687,432,1512,1069,443,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,033
0500000US34035,"Somerset County, New Jersey",346133,72571,66907,147096,59559,171064,175069,33050,-999999999,70380,-999999999,37712,62247,166730,13992,45680,144274,192639,103177,89462,18252,4432,4203,5789,3828,8938,9314,3477,-999999999,2333,-999999999,3624,5038,6165,1686,4785,4227,4584,2263,2321,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,035
0500000US34037,"Sussex County, New Jersey",145512,28066,28279,61164,28003,73679,71833,-999999999,-999999999,3899,-999999999,11756,18589,114307,4906,26892,44214,79910,41742,38168,7099,1468,1673,2406,1552,2924,4175,-999999999,-999999999,28,-999999999,1385,1607,4938,890,2031,882,1940,920,1020,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,34,037
